,Building,Actual_Enrl,Latitude,Longitude,Start_Time,End_Time,Time_Range,Days,Day_R,Day_M,Day_W,Day_T,Day_F,Day_S
0,AB,7,679061.044896,7642575.33562,0830,1220,"[8, 9, 10, 11, 12]",R,True,,,,,
1,AB,16,679061.044896,7642575.33562,0900,1150,"[9, 10, 11]",M,,True,,,,
2,AB,169,679061.044896,7642575.33562,0900,1150,"[9, 10, 11]",MW,,True,True,,,
3,AB,126,679061.044896,7642575.33562,0900,1150,"[9, 10, 11]",TR,True,,,True,,
4,AB,16,679061.044896,7642575.33562,0900,1150,"[9, 10, 11]",TRF,True,,,True,True,
5,AB,16,679061.044896,7642575.33562,1000,1150,"[10, 11]",TR,True,,,True,,
6,AB,6,679061.044896,7642575.33562,1000,1250,"[10, 11, 12]",F,,,,,True,
7,AB,11,679061.044896,7642575.33562,1200,1350,"[12, 13]",W,,,True,,,
8,AB,39,679061.044896,7642575.33562,1200,1450,"[12, 13, 14]",MW,,True,True,,,
9,AB,2,679061.044896,7642575.33562,1300,1450,"[13, 14]",M,,True,,,,
10,AB,40,679061.044896,7642575.33562,1300,1450,"[13, 14]",MW,,True,True,,,
11,AB,32,679061.044896,7642575.33562,1400,1550,"[14, 15]",TR,True,,,True,,
12,AB,97,679061.044896,7642575.33562,1400,1650,"[14, 15, 16]",MW,,True,True,,,
13,AB,186,679061.044896,7642575.33562,1400,1650,"[14, 15, 16]",TR,True,,,True,,
14,AB,8,679061.044896,7642575.33562,1400,1650,"[14, 15, 16]",W,,,True,,,
15,AB,30,679061.044896,7642575.33562,1500,1650,"[15, 16]",MW,,True,True,,,
16,AB,21,679061.044896,7642575.33562,1500,1750,"[15, 16, 17]",TR,True,,,True,,
17,AB,31,679061.044896,7642575.33562,1600,1750,"[16, 17]",TR,True,,,True,,
18,AB,54,679061.044896,7642575.33562,1800,1950,"[18, 19]",MW,,True,True,,,
19,AB,5,679061.044896,7642575.33562,1800,1950,"[18, 19]",W,,,True,,,
20,AB,76,679061.044896,7642575.33562,1800,2050,"[18, 19, 20]",MW,,True,True,,,
21,AB,38,679061.044896,7642575.33562,1800,2050,"[18, 19, 20]",R,True,,,,,
22,AB,15,679061.044896,7642575.33562,1800,2050,"[18, 19, 20]",T,,,,True,,
23,AB,76,679061.044896,7642575.33562,1800,2050,"[18, 19, 20]",TR,True,,,True,,
24,AB,24,679061.044896,7642575.33562,1840,2120,"[18, 19, 20, 21]",MW,,True,True,,,
25,AB,35,679061.044896,7642575.33562,1840,2120,"[18, 19, 20, 21]",TR,True,,,True,,
26,ASRC,14,680048.965263,7642730.146919999,0800,0850,[8],TR,True,,,True,,
27,ASRC,17,680048.965263,7642730.146919999,0800,0950,"[8, 9]",F,,,,,True,
28,ASRC,42,680048.965263,7642730.146919999,0800,0950,"[8, 9]",TR,True,,,True,,
29,ASRC,57,680048.965263,7642730.146919999,0815,1005,"[8, 9, 10]",MW,,True,True,,,
30,ASRC,42,680048.965263,7642730.146919999,0830,1120,"[8, 9, 10, 11]",R,True,,,,,
31,ASRC,24,680048.965263,7642730.146919999,0900,0950,[9],MW,,True,True,,,
32,ASRC,4,680048.965263,7642730.146919999,0900,0950,[9],TR,True,,,True,,
33,ASRC,10,680048.965263,7642730.146919999,0900,1050,"[9, 10]",F,,,,,True,
34,ASRC,102,680048.965263,7642730.146919999,0900,1150,"[9, 10, 11]",M,,True,,,,
35,ASRC,90,680048.965263,7642730.146919999,0900,1150,"[9, 10, 11]",W,,,True,,,
36,ASRC,38,680048.965263,7642730.146919999,0900,1240,"[9, 10, 11, 12]",F,,,,,True,
37,ASRC,35,680048.965263,7642730.146919999,1000,1050,[10],TR,True,,,True,,
38,ASRC,285,680048.965263,7642730.146919999,1000,1150,"[10, 11]",MW,,True,True,,,
39,ASRC,402,680048.965263,7642730.146919999,1000,1150,"[10, 11]",TR,True,,,True,,
40,ASRC,29,680048.965263,7642730.146919999,1015,1105,"[10, 11]",MW,,True,True,,,
41,ASRC,47,680048.965263,7642730.146919999,1015,1300,"[10, 11, 12, 13]",W,,,True,,,
42,ASRC,27,680048.965263,7642730.146919999,1100,1150,[11],TR,True,,,True,,
43,ASRC,27,680048.965263,7642730.146919999,1130,1220,"[11, 12]",MW,,True,True,,,
44,ASRC,43,680048.965263,7642730.146919999,1130,1300,"[11, 12, 13]",R,True,,,,,
45,ASRC,43,680048.965263,7642730.146919999,1130,1310,"[11, 12, 13]",F,,,,,True,
46,ASRC,84,680048.965263,7642730.146919999,1200,1250,[12],R,True,,,,,
47,ASRC,28,680048.965263,7642730.146919999,1200,1250,[12],TR,True,,,True,,
48,ASRC,46,680048.965263,7642730.146919999,1200,1320,"[12, 13]",TR,True,,,True,,
49,ASRC,65,680048.965263,7642730.146919999,1200,1350,"[12, 13]",MW,,True,True,,,
50,ASRC,84,680048.965263,7642730.146919999,1200,1350,"[12, 13]",T,,,,True,,
51,ASRC,258,680048.965263,7642730.146919999,1200,1350,"[12, 13]",TR,True,,,True,,
52,ASRC,19,680048.965263,7642730.146919999,1245,1335,"[12, 13]",MW,,True,True,,,
53,ASRC,57,680048.965263,7642730.146919999,1245,1350,"[12, 13]",MWF,,True,True,,True,
54,ASRC,21,680048.965263,7642730.146919999,1300,1350,[13],TR,True,,,True,,
55,ASRC,62,680048.965263,7642730.146919999,1300,1530,"[13, 14, 15]",T,,,,True,,
56,ASRC,128,680048.965263,7642730.146919999,1300,1550,"[13, 14, 15]",M,,True,,,,
57,ASRC,133,680048.965263,7642730.146919999,1300,1550,"[13, 14, 15]",W,,,True,,,
58,ASRC,16,680048.965263,7642730.146919999,1300,1650,"[13, 14, 15, 16]",F,,,,,True,
59,ASRC,44,680048.965263,7642730.146919999,1330,1620,"[13, 14, 15, 16]",R,True,,,,,
60,ASRC,28,680048.965263,7642730.146919999,1400,1450,[14],TR,True,,,True,,
61,ASRC,38,680048.965263,7642730.146919999,1400,1505,"[14, 15]",MWF,,True,True,,True,
62,ASRC,248,680048.965263,7642730.146919999,1400,1550,"[14, 15]",MW,,True,True,,,
63,ASRC,27,680048.965263,7642730.146919999,1400,1550,"[14, 15]",R,True,,,,,
64,ASRC,27,680048.965263,7642730.146919999,1400,1550,"[14, 15]",T,,,,True,,
65,ASRC,272,680048.965263,7642730.146919999,1400,1550,"[14, 15]",TR,True,,,True,,
66,ASRC,42,680048.965263,7642730.146919999,1500,1550,[15],MW,,True,True,,,
67,ASRC,41,680048.965263,7642730.146919999,1515,1620,"[15, 16]",MWF,,True,True,,True,
68,ASRC,28,680048.965263,7642730.146919999,1530,1700,"[15, 16, 17]",T,,,,True,,
69,ASRC,28,680048.965263,7642730.146919999,1600,1650,[16],R,True,,,,,
70,ASRC,16,680048.965263,7642730.146919999,1600,1700,"[16, 17]",T,,,,True,,
71,ASRC,55,680048.965263,7642730.146919999,1600,1720,"[16, 17]",M,,True,,,,
72,ASRC,5,680048.965263,7642730.146919999,1600,1720,"[16, 17]",T,,,,True,,
73,ASRC,26,680048.965263,7642730.146919999,1600,1720,"[16, 17]",W,,,True,,,
74,ASRC,52,680048.965263,7642730.146919999,1640,1830,"[16, 17, 18]",MW,,True,True,,,
75,ASRC,101,680048.965263,7642730.146919999,1640,1830,"[16, 17, 18]",TR,True,,,True,,
76,ASRC,20,680048.965263,7642730.146919999,1700,1850,"[17, 18]",M,,True,,,,
77,ASRC,41,680048.965263,7642730.146919999,1730,1920,"[17, 18, 19]",R,True,,,,,
78,ASRC,29,680048.965263,7642730.146919999,1730,2000,"[17, 18, 19, 20]",T,,,,True,,
79,ASRC,85,680048.965263,7642730.146919999,1730,2020,"[17, 18, 19, 20]",M,,True,,,,
80,ASRC,67,680048.965263,7642730.146919999,1730,2020,"[17, 18, 19, 20]",R,True,,,,,
81,ASRC,70,680048.965263,7642730.146919999,1730,2020,"[17, 18, 19, 20]",T,,,,True,,
82,ASRC,109,680048.965263,7642730.146919999,1730,2020,"[17, 18, 19, 20]",W,,,True,,,
83,ASRC,54,680048.965263,7642730.146919999,1730,2110,"[17, 18, 19, 20, 21]",M,,True,,,,
84,ASRC,88,680048.965263,7642730.146919999,1730,2110,"[17, 18, 19, 20, 21]",W,,,True,,,
85,ASRC,44,680048.965263,7642730.146919999,1740,2030,"[17, 18, 19, 20]",TR,True,,,True,,
86,ASRC,37,680048.965263,7642730.146919999,1740,2120,"[17, 18, 19, 20, 21]",T,,,,True,,
87,ASRC,42,680048.965263,7642730.146919999,1840,2030,"[18, 19, 20]",TR,True,,,True,,
88,ASRC,55,680048.965263,7642730.146919999,1840,2120,"[18, 19, 20, 21]",M,,True,,,,
89,ASRC,38,680048.965263,7642730.146919999,1840,2120,"[18, 19, 20, 21]",W,,,True,,,
90,BDWY,25,679425.738764,7642141.8952399995,0745,0850,"[7, 8]",MWF,,True,True,,True,
91,BDWY,45,679425.738764,7642141.8952399995,0800,0950,"[8, 9]",T,,,,True,,
92,BDWY,52,679425.738764,7642141.8952399995,0800,0950,"[8, 9]",TR,True,,,True,,
93,BDWY,107,679425.738764,7642141.8952399995,0900,1005,"[9, 10]",MWF,,True,True,,True,
94,BDWY,118,679425.738764,7642141.8952399995,1000,1150,"[10, 11]",TR,True,,,True,,
95,BDWY,118,679425.738764,7642141.8952399995,1015,1120,"[10, 11]",MWF,,True,True,,True,
96,BDWY,47,679425.738764,7642141.8952399995,1130,1235,"[11, 12]",MWF,,True,True,,True,
97,BDWY,6,679425.738764,7642141.8952399995,1200,1300,"[12, 13]",F,,,,,True,
98,BDWY,38,679425.738764,7642141.8952399995,1200,1350,"[12, 13]",MW,,True,True,,,
99,BDWY,23,679425.738764,7642141.8952399995,1200,1350,"[12, 13]",R,True,,,,,
100,BDWY,25,679425.738764,7642141.8952399995,1200,1350,"[12, 13]",T,,,,True,,
101,BDWY,106,679425.738764,7642141.8952399995,1200,1350,"[12, 13]",TR,True,,,True,,
102,BDWY,72,679425.738764,7642141.8952399995,1245,1350,"[12, 13]",MWF,,True,True,,True,
103,BDWY,59,679425.738764,7642141.8952399995,1400,1505,"[14, 15]",MWF,,True,True,,True,
104,BDWY,39,679425.738764,7642141.8952399995,1400,1550,"[14, 15]",MW,,True,True,,,
105,BDWY,147,679425.738764,7642141.8952399995,1400,1550,"[14, 15]",TR,True,,,True,,
106,BDWY,17,679425.738764,7642141.8952399995,1515,1735,"[15, 16, 17]",MWF,,True,True,,True,
107,BDWY,30,679425.738764,7642141.8952399995,1600,1750,"[16, 17]",TR,True,,,True,,
108,BDWY,51,679425.738764,7642141.8952399995,1600,1830,"[16, 17, 18]",M,,True,,,,
109,BDWY,15,679425.738764,7642141.8952399995,1630,2020,"[16, 17, 18, 19, 20]",W,,,True,,,
110,BDWY,17,679425.738764,7642141.8952399995,1640,1830,"[16, 17, 18]",MW,,True,True,,,
111,BDWY,100,679425.738764,7642141.8952399995,1640,1830,"[16, 17, 18]",TR,True,,,True,,
112,BDWY,20,679425.738764,7642141.8952399995,1730,1910,"[17, 18, 19]",W,,,True,,,
113,BDWY,18,679425.738764,7642141.8952399995,1730,1920,"[17, 18, 19]",M,,True,,,,
114,BDWY,32,679425.738764,7642141.8952399995,1730,2110,"[17, 18, 19, 20, 21]",W,,,True,,,
115,BDWY,6,679425.738764,7642141.8952399995,1800,1950,"[18, 19]",W,,,True,,,
116,BDWY,33,679425.738764,7642141.8952399995,1840,2030,"[18, 19, 20]",TR,True,,,True,,
117,BDWY,50,679425.738764,7642141.8952399995,1840,2120,"[18, 19, 20, 21]",M,,True,,,,
118,BDWY,31,679425.738764,7642141.8952399995,1840,2120,"[18, 19, 20, 21]",T,,,,True,,
119,BDWY,25,679425.738764,7642141.8952399995,1930,2110,"[19, 20, 21]",W,,,True,,,
120,CH,10,680507.418369,7642314.424760001,0800,0850,[8],M,,True,,,,
121,CH,48,680507.418369,7642314.424760001,0800,0850,[8],MW,,True,True,,,
122,CH,37,680507.418369,7642314.424760001,0800,0850,[8],TR,True,,,True,,
123,CH,11,680507.418369,7642314.424760001,0800,0850,[8],W,,,True,,,
124,CH,72,680507.418369,7642314.424760001,0800,0915,"[8, 9]",MW,,True,True,,,
125,CH,168,680507.418369,7642314.424760001,0800,0915,"[8, 9]",TR,True,,,True,,
126,CH,31,680507.418369,7642314.424760001,0800,0950,"[8, 9]",R,True,,,,,
127,CH,385,680507.418369,7642314.424760001,0800,0950,"[8, 9]",T,,,,True,,
128,CH,244,680507.418369,7642314.424760001,0800,0950,"[8, 9]",TR,True,,,True,,
129,CH,13,680507.418369,7642314.424760001,0800,0950,"[8, 9]",W,,,True,,,
130,CH,373,680507.418369,7642314.424760001,0815,1005,"[8, 9, 10]",MW,,True,True,,,
131,CH,19,680507.418369,7642314.424760001,0830,0920,"[8, 9]",M,,True,,,,
132,CH,23,680507.418369,7642314.424760001,0830,0920,"[8, 9]",R,True,,,,,
133,CH,23,680507.418369,7642314.424760001,0830,0920,"[8, 9]",T,,,,True,,
134,CH,19,680507.418369,7642314.424760001,0830,0920,"[8, 9]",W,,,True,,,
135,CH,20,680507.418369,7642314.424760001,0830,1130,"[8, 9, 10, 11]",T,,,,True,,
136,CH,45,680507.418369,7642314.424760001,0845,0950,"[8, 9]",MW,,True,True,,,
137,CH,54,680507.418369,7642314.424760001,0845,0950,"[8, 9]",TR,True,,,True,,
138,CH,34,680507.418369,7642314.424760001,0845,1000,"[8, 9, 10]",MW,,True,True,,,
139,CH,8,680507.418369,7642314.424760001,0845,1130,"[8, 9, 10, 11]",M,,True,,,,
140,CH,11,680507.418369,7642314.424760001,0845,1230,"[8, 9, 10, 11, 12]",W,,,True,,,
141,CH,10,680507.418369,7642314.424760001,0900,0950,[9],M,,True,,,,
142,CH,45,680507.418369,7642314.424760001,0900,0950,[9],MW,,True,True,,,
143,CH,88,680507.418369,7642314.424760001,0900,0950,[9],MWF,,True,True,,True,
144,CH,22,680507.418369,7642314.424760001,0900,0950,[9],T,,,,True,,
145,CH,46,680507.418369,7642314.424760001,0900,0950,[9],TR,True,,,True,,
146,CH,10,680507.418369,7642314.424760001,0900,0950,[9],W,,,True,,,
147,CH,60,680507.418369,7642314.424760001,0900,1005,"[9, 10]",M,,True,,,,
148,CH,32,680507.418369,7642314.424760001,0900,1005,"[9, 10]",MW,,True,True,,,
149,CH,405,680507.418369,7642314.424760001,0900,1005,"[9, 10]",MWF,,True,True,,True,
150,CH,17,680507.418369,7642314.424760001,0900,1120,"[9, 10, 11]",MWF,,True,True,,True,
151,CH,9,680507.418369,7642314.424760001,0900,1150,"[9, 10, 11]",M,,True,,,,
152,CH,12,680507.418369,7642314.424760001,0900,1150,"[9, 10, 11]",R,True,,,,,
153,CH,23,680507.418369,7642314.424760001,0900,1150,"[9, 10, 11]",W,,,True,,,
154,CH,12,680507.418369,7642314.424760001,0930,1020,"[9, 10]",MW,,True,True,,,
155,CH,11,680507.418369,7642314.424760001,0930,1020,"[9, 10]",R,True,,,,,
156,CH,11,680507.418369,7642314.424760001,0930,1020,"[9, 10]",T,,,,True,,
157,CH,12,680507.418369,7642314.424760001,0930,1020,"[9, 10]",TR,True,,,True,,
158,CH,199,680507.418369,7642314.424760001,0930,1045,"[9, 10]",MW,,True,True,,,
159,CH,211,680507.418369,7642314.424760001,0930,1045,"[9, 10]",TR,True,,,True,,
160,CH,77,680507.418369,7642314.424760001,0930,1200,"[9, 10, 11, 12]",F,,,,,True,
161,CH,12,680507.418369,7642314.424760001,1000,1050,[10],M,,True,,,,
162,CH,24,680507.418369,7642314.424760001,1000,1050,[10],MTWRF,True,True,True,True,True,
163,CH,63,680507.418369,7642314.424760001,1000,1050,[10],MW,,True,True,,,
164,CH,34,680507.418369,7642314.424760001,1000,1050,[10],R,True,,,,,
165,CH,35,680507.418369,7642314.424760001,1000,1050,[10],T,,,,True,,
166,CH,60,680507.418369,7642314.424760001,1000,1050,[10],TR,True,,,True,,
167,CH,12,680507.418369,7642314.424760001,1000,1050,[10],W,,,True,,,
168,CH,12,680507.418369,7642314.424760001,1000,1115,"[10, 11]",TR,True,,,True,,
169,CH,19,680507.418369,7642314.424760001,1000,1150,"[10, 11]",F,,,,,True,
170,CH,19,680507.418369,7642314.424760001,1000,1150,"[10, 11]",M,,True,,,,
171,CH,90,680507.418369,7642314.424760001,1000,1150,"[10, 11]",R,True,,,,,
172,CH,178,680507.418369,7642314.424760001,1000,1150,"[10, 11]",T,,,,True,,
173,CH,1077,680507.418369,7642314.424760001,1000,1150,"[10, 11]",TR,True,,,True,,
174,CH,17,680507.418369,7642314.424760001,1000,1150,"[10, 11]",W,,,True,,,
175,CH,10,680507.418369,7642314.424760001,1000,1250,"[10, 11, 12]",T,,,,True,,
176,CH,25,680507.418369,7642314.424760001,1010,1200,"[10, 11, 12]",MW,,True,True,,,
177,CH,21,680507.418369,7642314.424760001,1015,1105,"[10, 11]",MW,,True,True,,,
178,CH,256,680507.418369,7642314.424760001,1015,1120,"[10, 11]",MW,,True,True,,,
179,CH,393,680507.418369,7642314.424760001,1015,1120,"[10, 11]",MWF,,True,True,,True,
180,CH,112,680507.418369,7642314.424760001,1015,1205,"[10, 11, 12]",F,,,,,True,
181,CH,46,680507.418369,7642314.424760001,1015,1205,"[10, 11, 12]",W,,,True,,,
182,CH,16,680507.418369,7642314.424760001,1015,1235,"[10, 11, 12]",MWF,,True,True,,True,
183,CH,12,680507.418369,7642314.424760001,1030,1120,"[10, 11]",MW,,True,True,,,
184,CH,7,680507.418369,7642314.424760001,1030,1120,"[10, 11]",T,,,,True,,
185,CH,11,680507.418369,7642314.424760001,1030,1120,"[10, 11]",TR,True,,,True,,
186,CH,33,680507.418369,7642314.424760001,1100,1150,[11],M,,True,,,,
187,CH,47,680507.418369,7642314.424760001,1100,1150,[11],MW,,True,True,,,
188,CH,23,680507.418369,7642314.424760001,1100,1150,[11],R,True,,,,,
189,CH,23,680507.418369,7642314.424760001,1100,1150,[11],T,,,,True,,
190,CH,73,680507.418369,7642314.424760001,1100,1150,[11],TR,True,,,True,,
191,CH,35,680507.418369,7642314.424760001,1100,1150,[11],W,,,True,,,
192,CH,249,680507.418369,7642314.424760001,1100,1215,"[11, 12]",MW,,True,True,,,
193,CH,242,680507.418369,7642314.424760001,1100,1215,"[11, 12]",TR,True,,,True,,
194,CH,12,680507.418369,7642314.424760001,1130,1220,"[11, 12]",M,,True,,,,
195,CH,47,680507.418369,7642314.424760001,1130,1220,"[11, 12]",MW,,True,True,,,
196,CH,11,680507.418369,7642314.424760001,1130,1220,"[11, 12]",TR,True,,,True,,
197,CH,7,680507.418369,7642314.424760001,1130,1230,"[11, 12]",W,,,True,,,
198,CH,110,680507.418369,7642314.424760001,1130,1235,"[11, 12]",MW,,True,True,,,
199,CH,503,680507.418369,7642314.424760001,1130,1235,"[11, 12]",MWF,,True,True,,True,
200,CH,15,680507.418369,7642314.424760001,1130,1430,"[11, 12, 13, 14]",F,,,,,True,
201,CH,31,680507.418369,7642314.424760001,1130,1505,"[11, 12, 13, 14, 15]",F,,,,,True,
202,CH,74,680507.418369,7642314.424760001,1200,1250,[12],MW,,True,True,,,
203,CH,29,680507.418369,7642314.424760001,1200,1250,[12],T,,,,True,,
204,CH,59,680507.418369,7642314.424760001,1200,1250,[12],TR,True,,,True,,
205,CH,23,680507.418369,7642314.424760001,1200,1250,[12],W,,,True,,,
206,CH,17,680507.418369,7642314.424760001,1200,1300,"[12, 13]",F,,,,,True,
207,CH,30,680507.418369,7642314.424760001,1200,1315,"[12, 13]",TR,True,,,True,,
208,CH,22,680507.418369,7642314.424760001,1200,1350,"[12, 13]",M,,True,,,,
209,CH,220,680507.418369,7642314.424760001,1200,1350,"[12, 13]",MW,,True,True,,,
210,CH,62,680507.418369,7642314.424760001,1200,1350,"[12, 13]",R,True,,,,,
211,CH,64,680507.418369,7642314.424760001,1200,1350,"[12, 13]",T,,,,True,,
212,CH,836,680507.418369,7642314.424760001,1200,1350,"[12, 13]",TR,True,,,True,,
213,CH,13,680507.418369,7642314.424760001,1200,1355,"[12, 13]",F,,,,,True,
214,CH,20,680507.418369,7642314.424760001,1200,1550,"[12, 13, 14, 15]",F,,,,,True,
215,CH,25,680507.418369,7642314.424760001,1210,1300,"[12, 13]",F,,,,,True,
216,CH,30,680507.418369,7642314.424760001,1215,1605,"[12, 13, 14, 15, 16]",T,,,,True,,
217,CH,270,680507.418369,7642314.424760001,1230,1345,"[12, 13]",MW,,True,True,,,
218,CH,214,680507.418369,7642314.424760001,1230,1345,"[12, 13]",TR,True,,,True,,
219,CH,13,680507.418369,7642314.424760001,1230,1355,"[12, 13]",MW,,True,True,,,
220,CH,24,680507.418369,7642314.424760001,1245,1335,"[12, 13]",MW,,True,True,,,
221,CH,30,680507.418369,7642314.424760001,1245,1335,"[12, 13]",MWF,,True,True,,True,
222,CH,56,680507.418369,7642314.424760001,1245,1350,"[12, 13]",MW,,True,True,,,
223,CH,538,680507.418369,7642314.424760001,1245,1350,"[12, 13]",MWF,,True,True,,True,
224,CH,12,680507.418369,7642314.424760001,1300,1350,[13],M,,True,,,,
225,CH,79,680507.418369,7642314.424760001,1300,1350,[13],MW,,True,True,,,
226,CH,48,680507.418369,7642314.424760001,1300,1350,[13],R,True,,,,,
227,CH,57,680507.418369,7642314.424760001,1300,1350,[13],T,,,,True,,
228,CH,57,680507.418369,7642314.424760001,1300,1350,[13],TR,True,,,True,,
229,CH,11,680507.418369,7642314.424760001,1300,1350,[13],W,,,True,,,
230,CH,25,680507.418369,7642314.424760001,1310,1400,"[13, 14]",F,,,,,True,
231,CH,25,680507.418369,7642314.424760001,1330,1450,"[13, 14]",W,,,True,,,
232,CH,50,680507.418369,7642314.424760001,1400,1450,[14],M,,True,,,,
233,CH,84,680507.418369,7642314.424760001,1400,1450,[14],MW,,True,True,,,
234,CH,37,680507.418369,7642314.424760001,1400,1450,[14],R,True,,,,,
235,CH,65,680507.418369,7642314.424760001,1400,1450,[14],T,,,,True,,
236,CH,49,680507.418369,7642314.424760001,1400,1450,[14],TR,True,,,True,,
237,CH,36,680507.418369,7642314.424760001,1400,1450,[14],W,,,True,,,
238,CH,67,680507.418369,7642314.424760001,1400,1505,"[14, 15]",MW,,True,True,,,
239,CH,127,680507.418369,7642314.424760001,1400,1505,"[14, 15]",MWF,,True,True,,True,
240,CH,16,680507.418369,7642314.424760001,1400,1505,"[14, 15]",TR,True,,,True,,
241,CH,240,680507.418369,7642314.424760001,1400,1515,"[14, 15]",MW,,True,True,,,
242,CH,173,680507.418369,7642314.424760001,1400,1515,"[14, 15]",TR,True,,,True,,
243,CH,30,680507.418369,7642314.424760001,1400,1520,"[14, 15]",MWF,,True,True,,True,
244,CH,35,680507.418369,7642314.424760001,1400,1530,"[14, 15]",F,,,,,True,
245,CH,17,680507.418369,7642314.424760001,1400,1530,"[14, 15]",M,,True,,,,
246,CH,52,680507.418369,7642314.424760001,1400,1550,"[14, 15]",M,,True,,,,
247,CH,606,680507.418369,7642314.424760001,1400,1550,"[14, 15]",MW,,True,True,,,
248,CH,98,680507.418369,7642314.424760001,1400,1550,"[14, 15]",R,True,,,,,
249,CH,22,680507.418369,7642314.424760001,1400,1550,"[14, 15]",T,,,,True,,
250,CH,982,680507.418369,7642314.424760001,1400,1550,"[14, 15]",TR,True,,,True,,
251,CH,20,680507.418369,7642314.424760001,1400,1550,"[14, 15]",W,,,True,,,
252,CH,12,680507.418369,7642314.424760001,1400,1650,"[14, 15, 16]",M,,True,,,,
253,CH,35,680507.418369,7642314.424760001,1400,1650,"[14, 15, 16]",MW,,True,True,,,
254,CH,7,680507.418369,7642314.424760001,1400,1650,"[14, 15, 16]",R,True,,,,,
255,CH,8,680507.418369,7642314.424760001,1400,1650,"[14, 15, 16]",T,,,,True,,
256,CH,18,680507.418369,7642314.424760001,1400,1650,"[14, 15, 16]",TR,True,,,True,,
257,CH,20,680507.418369,7642314.424760001,1400,1650,"[14, 15, 16]",W,,,True,,,
258,CH,23,680507.418369,7642314.424760001,1410,1500,"[14, 15]",F,,,,,True,
259,CH,23,680507.418369,7642314.424760001,1500,1550,[15],M,,True,,,,
260,CH,62,680507.418369,7642314.424760001,1500,1550,[15],MW,,True,True,,,
261,CH,11,680507.418369,7642314.424760001,1500,1550,[15],R,True,,,,,
262,CH,22,680507.418369,7642314.424760001,1500,1550,[15],T,,,,True,,
263,CH,59,680507.418369,7642314.424760001,1500,1550,[15],TR,True,,,True,,
264,CH,11,680507.418369,7642314.424760001,1500,1550,[15],W,,,True,,,
265,CH,12,680507.418369,7642314.424760001,1500,1650,"[15, 16]",W,,,True,,,
266,CH,24,680507.418369,7642314.424760001,1530,1620,"[15, 16]",M,,True,,,,
267,CH,14,680507.418369,7642314.424760001,1530,1620,"[15, 16]",MW,,True,True,,,
268,CH,11,680507.418369,7642314.424760001,1530,1620,"[15, 16]",R,True,,,,,
269,CH,12,680507.418369,7642314.424760001,1530,1620,"[15, 16]",T,,,,True,,
270,CH,23,680507.418369,7642314.424760001,1530,1620,"[15, 16]",W,,,True,,,
271,CH,16,680507.418369,7642314.424760001,1530,1630,"[15, 16]",W,,,True,,,
272,CH,34,680507.418369,7642314.424760001,1530,1645,"[15, 16]",MW,,True,True,,,
273,CH,35,680507.418369,7642314.424760001,1530,1645,"[15, 16]",TR,True,,,True,,
274,CH,12,680507.418369,7642314.424760001,1540,1720,"[15, 16, 17]",F,,,,,True,
275,CH,24,680507.418369,7642314.424760001,1600,1650,[16],M,,True,,,,
276,CH,57,680507.418369,7642314.424760001,1600,1650,[16],MW,,True,True,,,
277,CH,24,680507.418369,7642314.424760001,1600,1650,[16],R,True,,,,,
278,CH,53,680507.418369,7642314.424760001,1600,1650,[16],T,,,,True,,
279,CH,36,680507.418369,7642314.424760001,1600,1650,[16],TR,True,,,True,,
280,CH,23,680507.418369,7642314.424760001,1600,1650,[16],W,,,True,,,
281,CH,16,680507.418369,7642314.424760001,1600,1700,"[16, 17]",R,True,,,,,
282,CH,159,680507.418369,7642314.424760001,1600,1715,"[16, 17]",MW,,True,True,,,
283,CH,181,680507.418369,7642314.424760001,1600,1715,"[16, 17]",TR,True,,,True,,
284,CH,33,680507.418369,7642314.424760001,1600,1750,"[16, 17]",MW,,True,True,,,
285,CH,11,680507.418369,7642314.424760001,1600,1750,"[16, 17]",R,True,,,,,
286,CH,16,680507.418369,7642314.424760001,1600,1750,"[16, 17]",T,,,,True,,
287,CH,101,680507.418369,7642314.424760001,1600,1750,"[16, 17]",TR,True,,,True,,
288,CH,53,680507.418369,7642314.424760001,1600,1800,"[16, 17, 18]",R,True,,,,,
289,CH,14,680507.418369,7642314.424760001,1600,1830,"[16, 17, 18]",M,,True,,,,
290,CH,52,680507.418369,7642314.424760001,1600,1830,"[16, 17, 18]",R,True,,,,,
291,CH,34,680507.418369,7642314.424760001,1600,1830,"[16, 17, 18]",T,,,,True,,
292,CH,31,680507.418369,7642314.424760001,1600,1830,"[16, 17, 18]",W,,,True,,,
293,CH,21,680507.418369,7642314.424760001,1630,1720,"[16, 17]",M,,True,,,,
294,CH,11,680507.418369,7642314.424760001,1630,1720,"[16, 17]",MW,,True,True,,,
295,CH,12,680507.418369,7642314.424760001,1630,1720,"[16, 17]",T,,,,True,,
296,CH,19,680507.418369,7642314.424760001,1630,2020,"[16, 17, 18, 19, 20]",W,,,True,,,
297,CH,472,680507.418369,7642314.424760001,1640,1830,"[16, 17, 18]",MW,,True,True,,,
298,CH,335,680507.418369,7642314.424760001,1640,1830,"[16, 17, 18]",TR,True,,,True,,
299,CH,33,680507.418369,7642314.424760001,1700,1750,[17],M,,True,,,,
300,CH,10,680507.418369,7642314.424760001,1700,1750,[17],MW,,True,True,,,
301,CH,12,680507.418369,7642314.424760001,1700,1750,[17],R,True,,,,,
