,Building,Actual_Enrl,Latitude,Longitude,Start_Time,End_Time,Time_Range,Days,Day_R,Day_M,Day_W,Day_T,Day_F,Day_S
591,LH,10,680747.560767,7642413.45873,0900,0950,[9],MTWRF,True,True,True,True,True,
592,LH,35,680747.560767,7642413.45873,0900,0950,[9],MW,,True,True,,,
593,LH,17,680747.560767,7642413.45873,0900,0950,[9],MWF,,True,True,,True,
594,LH,69,680747.560767,7642413.45873,0900,0950,[9],TR,True,,,True,,
595,LH,12,680747.560767,7642413.45873,0900,1005,"[9, 10]",MW,,True,True,,,
596,LH,18,680747.560767,7642413.45873,0900,1005,"[9, 10]",MWF,,True,True,,True,
597,LH,9,680747.560767,7642413.45873,1000,1115,"[10, 11]",TR,True,,,True,,
598,LH,21,680747.560767,7642413.45873,1000,1130,"[10, 11]",MW,,True,True,,,
599,LH,2,680747.560767,7642413.45873,1000,1130,"[10, 11]",TR,True,,,True,,
600,LH,65,680747.560767,7642413.45873,1000,1150,"[10, 11]",MW,,True,True,,,
601,LH,311,680747.560767,7642413.45873,1000,1150,"[10, 11]",TR,True,,,True,,
602,LH,30,680747.560767,7642413.45873,1000,1300,"[10, 11, 12, 13]",F,,,,,True,
603,LH,10,680747.560767,7642413.45873,1000,1335,"[10, 11, 12, 13]",F,,,,,True,
604,LH,14,680747.560767,7642413.45873,1000,1350,"[10, 11, 12, 13]",F,,,,,True,
605,LH,14,680747.560767,7642413.45873,1015,1105,"[10, 11]",MW,,True,True,,,
606,LH,91,680747.560767,7642413.45873,1015,1105,"[10, 11]",MWF,,True,True,,True,
607,LH,50,680747.560767,7642413.45873,1015,1120,"[10, 11]",MW,,True,True,,,
608,LH,26,680747.560767,7642413.45873,1015,1120,"[10, 11]",MWF,,True,True,,True,
609,LH,48,680747.560767,7642413.45873,1030,1120,"[10, 11]",TR,True,,,True,,
610,LH,50,680747.560767,7642413.45873,1030,1145,"[10, 11]",TR,True,,,True,,
611,LH,8,680747.560767,7642413.45873,1100,1150,[11],TR,True,,,True,,
612,LH,23,680747.560767,7642413.45873,1115,1230,"[11, 12]",MW,,True,True,,,
613,LH,10,680747.560767,7642413.45873,1130,1220,"[11, 12]",MW,,True,True,,,
614,LH,76,680747.560767,7642413.45873,1130,1220,"[11, 12]",MWF,,True,True,,True,
615,LH,48,680747.560767,7642413.45873,1130,1235,"[11, 12]",MW,,True,True,,,
616,LH,15,680747.560767,7642413.45873,1130,1235,"[11, 12]",MWF,,True,True,,True,
617,LH,8,680747.560767,7642413.45873,1130,1320,"[11, 12, 13]",W,,,True,,,
618,LH,178,680747.560767,7642413.45873,1200,1250,[12],R,True,,,,,
619,LH,72,680747.560767,7642413.45873,1200,1350,"[12, 13]",MW,,True,True,,,
620,LH,30,680747.560767,7642413.45873,1200,1350,"[12, 13]",T,,,,True,,
621,LH,251,680747.560767,7642413.45873,1200,1350,"[12, 13]",TR,True,,,True,,
622,LH,20,680747.560767,7642413.45873,1230,1345,"[12, 13]",MW,,True,True,,,
623,LH,31,680747.560767,7642413.45873,1245,1335,"[12, 13]",MWF,,True,True,,True,
624,LH,12,680747.560767,7642413.45873,1245,1350,"[12, 13]",MW,,True,True,,,
625,LH,67,680747.560767,7642413.45873,1245,1350,"[12, 13]",MWF,,True,True,,True,
626,LH,7,680747.560767,7642413.45873,1300,1350,[13],TR,True,,,True,,
627,LH,12,680747.560767,7642413.45873,1300,1450,"[13, 14]",MW,,True,True,,,
628,LH,33,680747.560767,7642413.45873,1315,1615,"[13, 14, 15, 16]",F,,,,,True,
629,LH,20,680747.560767,7642413.45873,1400,1450,[14],MWF,,True,True,,True,
630,LH,36,680747.560767,7642413.45873,1400,1505,"[14, 15]",MWF,,True,True,,True,
631,LH,11,680747.560767,7642413.45873,1400,1515,"[14, 15]",TR,True,,,True,,
632,LH,6,680747.560767,7642413.45873,1400,1520,"[14, 15]",MW,,True,True,,,
633,LH,86,680747.560767,7642413.45873,1400,1520,"[14, 15]",TR,True,,,True,,
634,LH,182,680747.560767,7642413.45873,1400,1550,"[14, 15]",MW,,True,True,,,
635,LH,13,680747.560767,7642413.45873,1400,1550,"[14, 15]",T,,,,True,,
636,LH,244,680747.560767,7642413.45873,1400,1550,"[14, 15]",TR,True,,,True,,
637,LH,30,680747.560767,7642413.45873,1400,1600,"[14, 15, 16]",TR,True,,,True,,
638,LH,9,680747.560767,7642413.45873,1445,1600,"[14, 15, 16]",TR,True,,,True,,
639,LH,10,680747.560767,7642413.45873,1500,1550,[15],MWF,,True,True,,True,
640,LH,7,680747.560767,7642413.45873,1500,1550,[15],R,True,,,,,
641,LH,28,680747.560767,7642413.45873,1500,1550,[15],TR,True,,,True,,
642,LH,29,680747.560767,7642413.45873,1500,1700,"[15, 16, 17]",TR,True,,,True,,
643,LH,26,680747.560767,7642413.45873,1515,1645,"[15, 16]",MW,,True,True,,,
644,LH,9,680747.560767,7642413.45873,1600,1650,[16],MW,,True,True,,,
645,LH,17,680747.560767,7642413.45873,1600,1650,[16],TR,True,,,True,,
646,LH,16,680747.560767,7642413.45873,1600,1715,"[16, 17]",MW,,True,True,,,
647,LH,11,680747.560767,7642413.45873,1600,1730,"[16, 17]",F,,,,,True,
648,LH,17,680747.560767,7642413.45873,1600,1740,"[16, 17]",F,,,,,True,
649,LH,58,680747.560767,7642413.45873,1600,1750,"[16, 17]",MW,,True,True,,,
650,LH,52,680747.560767,7642413.45873,1600,1750,"[16, 17]",TR,True,,,True,,
651,LH,28,680747.560767,7642413.45873,1600,1800,"[16, 17, 18]",T,,,,True,,
652,LH,13,680747.560767,7642413.45873,1600,1800,"[16, 17, 18]",TR,True,,,True,,
653,LH,14,680747.560767,7642413.45873,1600,1830,"[16, 17, 18]",W,,,True,,,
654,LH,12,680747.560767,7642413.45873,1630,1820,"[16, 17, 18]",W,,,True,,,
655,LH,17,680747.560767,7642413.45873,1630,1850,"[16, 17, 18]",M,,True,,,,
656,LH,42,680747.560767,7642413.45873,1640,1830,"[16, 17, 18]",MW,,True,True,,,
657,LH,66,680747.560767,7642413.45873,1640,1830,"[16, 17, 18]",TR,True,,,True,,
658,LH,11,680747.560767,7642413.45873,1700,1750,[17],MW,,True,True,,,
659,LH,15,680747.560767,7642413.45873,1700,1750,[17],TR,True,,,True,,
660,LH,27,680747.560767,7642413.45873,1715,1830,"[17, 18]",TR,True,,,True,,
661,LH,3,680747.560767,7642413.45873,1715,1915,"[17, 18, 19]",M,,True,,,,
662,LH,46,680747.560767,7642413.45873,1730,2020,"[17, 18, 19, 20]",T,,,,True,,
663,LH,41,680747.560767,7642413.45873,1740,2120,"[17, 18, 19, 20, 21]",M,,True,,,,
664,LH,59,680747.560767,7642413.45873,1740,2120,"[17, 18, 19, 20, 21]",R,True,,,,,
665,LH,35,680747.560767,7642413.45873,1740,2120,"[17, 18, 19, 20, 21]",W,,,True,,,
666,LH,10,680747.560767,7642413.45873,1800,1850,[18],MW,,True,True,,,
667,LH,28,680747.560767,7642413.45873,1800,1850,[18],TR,True,,,True,,
668,LH,20,680747.560767,7642413.45873,1800,2135,"[18, 19, 20, 21]",M,,True,,,,
669,LH,20,680747.560767,7642413.45873,1800,2135,"[18, 19, 20, 21]",R,True,,,,,
670,LH,27,680747.560767,7642413.45873,1800,2135,"[18, 19, 20, 21]",T,,,,True,,
671,LH,81,680747.560767,7642413.45873,1800,2135,"[18, 19, 20, 21]",W,,,True,,,
672,LH,16,680747.560767,7642413.45873,1800,2140,"[18, 19, 20, 21]",R,True,,,,,
673,LH,18,680747.560767,7642413.45873,1830,2020,"[18, 19, 20]",T,,,,True,,
674,LH,8,680747.560767,7642413.45873,1830,2030,"[18, 19, 20]",R,True,,,,,
675,LH,13,680747.560767,7642413.45873,1840,2120,"[18, 19, 20, 21]",T,,,,True,,
676,LH,31,680747.560767,7642413.45873,1840,2120,"[18, 19, 20, 21]",W,,,True,,,
677,LH,16,680747.560767,7642413.45873,1900,2040,"[19, 20]",M,,True,,,,
678,LH,18,680747.560767,7642413.45873,1900,2040,"[19, 20]",T,,,,True,,
679,LH,33,680747.560767,7642413.45873,1900,2040,"[19, 20]",W,,,True,,,
680,LH,6,680747.560767,7642413.45873,1900,2050,"[19, 20]",W,,,True,,,
681,LH,5,680747.560767,7642413.45873,1900,2200,"[19, 20, 21, 22]",MTWR,True,True,True,True,,
682,NASCC,13,679358.825874,7641845.3937800005,1400,1550,"[14, 15]",TR,True,,,True,,
683,NASCC,17,679358.825874,7641845.3937800005,1730,2110,"[17, 18, 19, 20, 21]",R,True,,,,,
684,NASCC,12,679358.825874,7641845.3937800005,1730,2110,"[17, 18, 19, 20, 21]",W,,,True,,,
685,NH,7,680027.8416159999,7642114.5862,0745,0850,"[7, 8]",MWF,,True,True,,True,
686,NH,6,680027.8416159999,7642114.5862,0745,0850,"[7, 8]",WF,,,True,,True,
687,NH,25,680027.8416159999,7642114.5862,0800,0850,[8],MTWRF,True,True,True,True,True,
688,NH,8,680027.8416159999,7642114.5862,0800,0950,"[8, 9]",F,,,,,True,
689,NH,178,680027.8416159999,7642114.5862,0800,0950,"[8, 9]",MW,,True,True,,,
690,NH,20,680027.8416159999,7642114.5862,0800,0950,"[8, 9]",R,True,,,,,
691,NH,19,680027.8416159999,7642114.5862,0800,0950,"[8, 9]",T,,,,True,,
692,NH,351,680027.8416159999,7642114.5862,0800,0950,"[8, 9]",TR,True,,,True,,
693,NH,25,680027.8416159999,7642114.5862,0815,0930,"[8, 9]",TR,True,,,True,,
694,NH,236,680027.8416159999,7642114.5862,0815,1005,"[8, 9, 10]",MW,,True,True,,,
695,NH,17,680027.8416159999,7642114.5862,0830,1120,"[8, 9, 10, 11]",TR,True,,,True,,
696,NH,22,680027.8416159999,7642114.5862,0900,0950,[9],MWF,,True,True,,True,
697,NH,6,680027.8416159999,7642114.5862,0900,0950,[9],R,True,,,,,
698,NH,12,680027.8416159999,7642114.5862,0900,1005,"[9, 10]",M,,True,,,,
699,NH,231,680027.8416159999,7642114.5862,0900,1005,"[9, 10]",MWF,,True,True,,True,
700,NH,16,680027.8416159999,7642114.5862,0900,1005,"[9, 10]",WF,,,True,,True,
701,NH,22,680027.8416159999,7642114.5862,0900,1050,"[9, 10]",MW,,True,True,,,
702,NH,57,680027.8416159999,7642114.5862,0900,1120,"[9, 10, 11]",MWF,,True,True,,True,
703,NH,98,680027.8416159999,7642114.5862,0900,1150,"[9, 10, 11]",MW,,True,True,,,
704,NH,104,680027.8416159999,7642114.5862,0900,1150,"[9, 10, 11]",TR,True,,,True,,
705,NH,128,680027.8416159999,7642114.5862,1000,1150,"[10, 11]",MW,,True,True,,,
706,NH,11,680027.8416159999,7642114.5862,1000,1150,"[10, 11]",R,True,,,,,
707,NH,18,680027.8416159999,7642114.5862,1000,1150,"[10, 11]",T,,,,True,,
708,NH,1029,680027.8416159999,7642114.5862,1000,1150,"[10, 11]",TR,True,,,True,,
709,NH,13,680027.8416159999,7642114.5862,1000,1240,"[10, 11, 12]",W,,,True,,,
710,NH,14,680027.8416159999,7642114.5862,1000,1250,"[10, 11, 12]",W,,,True,,,
711,NH,20,680027.8416159999,7642114.5862,1015,1105,"[10, 11]",MWF,,True,True,,True,
712,NH,326,680027.8416159999,7642114.5862,1015,1120,"[10, 11]",MWF,,True,True,,True,
713,NH,8,680027.8416159999,7642114.5862,1015,1205,"[10, 11, 12]",F,,,,,True,
714,NH,40,680027.8416159999,7642114.5862,1015,1205,"[10, 11, 12]",MW,,True,True,,,
715,NH,36,680027.8416159999,7642114.5862,1130,1220,"[11, 12]",MWF,,True,True,,True,
716,NH,8,680027.8416159999,7642114.5862,1130,1230,"[11, 12]",M,,True,,,,
717,NH,109,680027.8416159999,7642114.5862,1130,1235,"[11, 12]",MW,,True,True,,,
718,NH,315,680027.8416159999,7642114.5862,1130,1235,"[11, 12]",MWF,,True,True,,True,
719,NH,16,680027.8416159999,7642114.5862,1130,1245,"[11, 12]",MWF,,True,True,,True,
720,NH,15,680027.8416159999,7642114.5862,1130,1320,"[11, 12, 13]",F,,,,,True,
721,NH,25,680027.8416159999,7642114.5862,1200,1250,[12],MTWRF,True,True,True,True,True,
722,NH,3,680027.8416159999,7642114.5862,1200,1300,"[12, 13]",F,,,,,True,
723,NH,26,680027.8416159999,7642114.5862,1200,1315,"[12, 13]",TR,True,,,True,,
724,NH,38,680027.8416159999,7642114.5862,1200,1350,"[12, 13]",MW,,True,True,,,
725,NH,72,680027.8416159999,7642114.5862,1200,1350,"[12, 13]",R,True,,,,,
726,NH,68,680027.8416159999,7642114.5862,1200,1350,"[12, 13]",T,,,,True,,
727,NH,784,680027.8416159999,7642114.5862,1200,1350,"[12, 13]",TR,True,,,True,,
728,NH,37,680027.8416159999,7642114.5862,1200,1350,"[12, 13]",W,,,True,,,
729,NH,25,680027.8416159999,7642114.5862,1200,1450,"[12, 13, 14]",MW,,True,True,,,
730,NH,25,680027.8416159999,7642114.5862,1200,1450,"[12, 13, 14]",TR,True,,,True,,
731,NH,6,680027.8416159999,7642114.5862,1200,1500,"[12, 13, 14, 15]",M,,True,,,,
732,NH,63,680027.8416159999,7642114.5862,1215,1605,"[12, 13, 14, 15, 16]",M,,True,,,,
733,NH,27,680027.8416159999,7642114.5862,1245,1335,"[12, 13]",MWF,,True,True,,True,
734,NH,10,680027.8416159999,7642114.5862,1245,1350,"[12, 13]",M,,True,,,,
735,NH,360,680027.8416159999,7642114.5862,1245,1350,"[12, 13]",MWF,,True,True,,True,
736,NH,28,680027.8416159999,7642114.5862,1300,1350,[13],MTWRF,True,True,True,True,True,
737,NH,19,680027.8416159999,7642114.5862,1300,1350,[13],MWF,,True,True,,True,
738,NH,7,680027.8416159999,7642114.5862,1300,1450,"[13, 14]",R,True,,,,,
739,NH,32,680027.8416159999,7642114.5862,1300,1450,"[13, 14]",W,,,True,,,
740,NH,14,680027.8416159999,7642114.5862,1300,1550,"[13, 14, 15]",TR,True,,,True,,
741,NH,45,680027.8416159999,7642114.5862,1300,1550,"[13, 14, 15]",W,,,True,,,
742,NH,3,680027.8416159999,7642114.5862,1400,1500,"[14, 15]",MW,,True,True,,,
743,NH,30,680027.8416159999,7642114.5862,1400,1500,"[14, 15]",W,,,True,,,
744,NH,18,680027.8416159999,7642114.5862,1400,1505,"[14, 15]",F,,,,,True,
745,NH,200,680027.8416159999,7642114.5862,1400,1505,"[14, 15]",MWF,,True,True,,True,
746,NH,24,680027.8416159999,7642114.5862,1400,1515,"[14, 15]",TR,True,,,True,,
747,NH,7,680027.8416159999,7642114.5862,1400,1550,"[14, 15]",F,,,,,True,
748,NH,45,680027.8416159999,7642114.5862,1400,1550,"[14, 15]",M,,True,,,,
749,NH,436,680027.8416159999,7642114.5862,1400,1550,"[14, 15]",MW,,True,True,,,
750,NH,802,680027.8416159999,7642114.5862,1400,1550,"[14, 15]",TR,True,,,True,,
751,NH,103,680027.8416159999,7642114.5862,1400,1550,"[14, 15]",W,,,True,,,
752,NH,88,680027.8416159999,7642114.5862,1400,1650,"[14, 15, 16]",MW,,True,True,,,
753,NH,60,680027.8416159999,7642114.5862,1400,1650,"[14, 15, 16]",TR,True,,,True,,
754,NH,17,680027.8416159999,7642114.5862,1400,1740,"[14, 15, 16, 17]",F,,,,,True,
755,NH,15,680027.8416159999,7642114.5862,1400,1740,"[14, 15, 16, 17]",R,True,,,,,
756,NH,9,680027.8416159999,7642114.5862,1400,1830,"[14, 15, 16, 17, 18]",T,,,,True,,
757,NH,11,680027.8416159999,7642114.5862,1430,1550,"[14, 15]",M,,True,,,,
758,NH,13,680027.8416159999,7642114.5862,1430,1550,"[14, 15]",W,,,True,,,
759,NH,37,680027.8416159999,7642114.5862,1500,1650,"[15, 16]",TR,True,,,True,,
