,Building,Class,Actual_Enrl,Day_start_M,Day_end_M,Latitude,Longitude
2456,NH,ENG 204,21,2016-09-26 18:40:00,2016-09-26 20:30:00,680027.8416159999,7642114.5862
2464,NH,MTH 667,9,2016-09-26 11:30:00,2016-09-26 12:20:00,680027.8416159999,7642114.5862
2465,NH,MTH 617,10,2016-09-26 12:45:00,2016-09-26 13:35:00,680027.8416159999,7642114.5862
2466,NH,MTH 634,12,2016-09-26 17:15:00,2016-09-26 18:30:00,680027.8416159999,7642114.5862
2483,NH,LING 101,13,2016-09-26 09:00:00,2016-09-26 11:20:00,680027.8416159999,7642114.5862
2484,NH,ANTH 305,44,2016-09-26 11:30:00,2016-09-26 12:35:00,680027.8416159999,7642114.5862
2499,NH,RUS 150,7,2016-09-26 07:45:00,2016-09-26 08:50:00,680027.8416159999,7642114.5862
2500,NH,SPAN 303,15,2016-09-26 09:00:00,2016-09-26 10:05:00,680027.8416159999,7642114.5862
2501,NH,RUS 325,14,2016-09-26 10:15:00,2016-09-26 11:20:00,680027.8416159999,7642114.5862
2502,NH,GER 414,11,2016-09-26 11:30:00,2016-09-26 12:35:00,680027.8416159999,7642114.5862
2503,NH,GER 514,3,2016-09-26 11:30:00,2016-09-26 12:35:00,680027.8416159999,7642114.5862
2504,NH,HEB 301,5,2016-09-26 12:45:00,2016-09-26 13:50:00,680027.8416159999,7642114.5862
2505,NH,SYSC 413,2,2016-09-26 16:40:00,2016-09-26 18:30:00,680027.8416159999,7642114.5862
2506,NH,SYSC 513,10,2016-09-26 16:40:00,2016-09-26 18:30:00,680027.8416159999,7642114.5862
2519,NH,SPAN 301,15,2016-09-26 09:00:00,2016-09-26 10:05:00,680027.8416159999,7642114.5862
2520,NH,ENG 104,24,2016-09-26 10:15:00,2016-09-26 11:20:00,680027.8416159999,7642114.5862
2521,NH,RUS 411,22,2016-09-26 11:30:00,2016-09-26 12:35:00,680027.8416159999,7642114.5862
2523,NH,GER 301,14,2016-09-26 12:45:00,2016-09-26 13:50:00,680027.8416159999,7642114.5862
2524,NH,SPAN 325,19,2016-09-26 16:40:00,2016-09-26 18:30:00,680027.8416159999,7642114.5862
2535,NH,STAT 451,29,2016-09-26 09:00:00,2016-09-26 10:05:00,680027.8416159999,7642114.5862
2536,NH,STAT 551,1,2016-09-26 09:00:00,2016-09-26 10:05:00,680027.8416159999,7642114.5862
2537,NH,MTH 256,37,2016-09-26 10:15:00,2016-09-26 11:20:00,680027.8416159999,7642114.5862
2538,NH,STAT 561,27,2016-09-26 11:30:00,2016-09-26 12:20:00,680027.8416159999,7642114.5862
2539,NH,MTH 254,35,2016-09-26 12:45:00,2016-09-26 13:50:00,680027.8416159999,7642114.5862
2540,NH,MTH 261,40,2016-09-26 14:00:00,2016-09-26 15:05:00,680027.8416159999,7642114.5862
2541,NH,MTH 253,39,2016-09-26 16:40:00,2016-09-26 18:30:00,680027.8416159999,7642114.5862
2542,NH,MTH 261,41,2016-09-26 18:40:00,2016-09-26 20:30:00,680027.8416159999,7642114.5862
2551,NH,WR 323,21,2016-09-26 08:15:00,2016-09-26 10:05:00,680027.8416159999,7642114.5862
2552,NH,SPAN 302,12,2016-09-26 10:15:00,2016-09-26 11:20:00,680027.8416159999,7642114.5862
2553,NH,AR 304,14,2016-09-26 11:30:00,2016-09-26 12:35:00,680027.8416159999,7642114.5862
2554,NH,RUS 421,10,2016-09-26 12:45:00,2016-09-26 13:50:00,680027.8416159999,7642114.5862
2556,NH,FR 427,8,2016-09-26 14:00:00,2016-09-26 15:05:00,680027.8416159999,7642114.5862
2557,NH,FR 527,3,2016-09-26 14:00:00,2016-09-26 15:05:00,680027.8416159999,7642114.5862
2558,NH,SPAN 301,13,2016-09-26 16:40:00,2016-09-26 18:30:00,680027.8416159999,7642114.5862
2564,NH,STAT 241,40,2016-09-26 08:15:00,2016-09-26 10:05:00,680027.8416159999,7642114.5862
2565,NH,STAT 244,32,2016-09-26 10:15:00,2016-09-26 11:20:00,680027.8416159999,7642114.5862
2566,NH,SPAN 103,22,2016-09-26 11:30:00,2016-09-26 12:35:00,680027.8416159999,7642114.5862
2567,NH,MTH 251,38,2016-09-26 12:45:00,2016-09-26 13:50:00,680027.8416159999,7642114.5862
2568,NH,MTH 254,39,2016-09-26 14:00:00,2016-09-26 15:05:00,680027.8416159999,7642114.5862
2569,NH,MTH 251,37,2016-09-26 18:40:00,2016-09-26 20:30:00,680027.8416159999,7642114.5862
2578,NH,MTH 252,38,2016-09-26 09:00:00,2016-09-26 10:05:00,680027.8416159999,7642114.5862
2579,NH,UNST 421,20,2016-09-26 10:15:00,2016-09-26 12:05:00,680027.8416159999,7642114.5862
2580,NH,STAT 244,29,2016-09-26 12:45:00,2016-09-26 13:50:00,680027.8416159999,7642114.5862
2581,NH,MTH 252,48,2016-09-26 14:00:00,2016-09-26 15:05:00,680027.8416159999,7642114.5862
2582,NH,MGMT 428,21,2016-09-26 17:40:00,2016-09-26 21:20:00,680027.8416159999,7642114.5862
2602,NH,ANTH 416,7,2016-09-26 08:15:00,2016-09-26 10:05:00,680027.8416159999,7642114.5862
2603,NH,ANTH 416H,2,2016-09-26 08:15:00,2016-09-26 10:05:00,680027.8416159999,7642114.5862
2604,NH,ANTH 516,2,2016-09-26 08:15:00,2016-09-26 10:05:00,680027.8416159999,7642114.5862
2605,NH,MTH 424,16,2016-09-26 10:15:00,2016-09-26 11:05:00,680027.8416159999,7642114.5862
2606,NH,MTH 524,4,2016-09-26 10:15:00,2016-09-26 11:05:00,680027.8416159999,7642114.5862
2607,NH,MTH 311,27,2016-09-26 11:30:00,2016-09-26 12:35:00,680027.8416159999,7642114.5862
2608,NH,MTH 431,10,2016-09-26 12:45:00,2016-09-26 13:35:00,680027.8416159999,7642114.5862
2609,NH,MTH 531,7,2016-09-26 12:45:00,2016-09-26 13:35:00,680027.8416159999,7642114.5862
2610,NH,UNST 421,13,2016-09-26 14:00:00,2016-09-26 15:50:00,680027.8416159999,7642114.5862
2611,NH,MTH 344,23,2016-09-26 16:40:00,2016-09-26 18:30:00,680027.8416159999,7642114.5862
2612,NH,SPAN 344,28,2016-09-26 18:40:00,2016-09-26 20:30:00,680027.8416159999,7642114.5862
2625,NH,SPHR 584,22,2016-09-26 09:00:00,2016-09-26 10:50:00,680027.8416159999,7642114.5862
2626,NH,SPAN 301,11,2016-09-26 11:30:00,2016-09-26 12:35:00,680027.8416159999,7642114.5862
2628,NH,WR 333,23,2016-09-26 14:00:00,2016-09-26 15:50:00,680027.8416159999,7642114.5862
2629,NH,JPN 301,15,2016-09-26 16:40:00,2016-09-26 18:30:00,680027.8416159999,7642114.5862
2635,NH,WR 212,17,2016-09-26 08:15:00,2016-09-26 10:05:00,680027.8416159999,7642114.5862
2636,NH,FR 399,8,2016-09-26 10:15:00,2016-09-26 11:20:00,680027.8416159999,7642114.5862
2637,NH,IT 399,7,2016-09-26 11:30:00,2016-09-26 12:35:00,680027.8416159999,7642114.5862
2638,NH,GER 441U,12,2016-09-26 12:45:00,2016-09-26 13:50:00,680027.8416159999,7642114.5862
2639,NH,SYSC 350U,24,2016-09-26 14:00:00,2016-09-26 15:50:00,680027.8416159999,7642114.5862
2640,NH,LING 438,15,2016-09-26 16:40:00,2016-09-26 18:30:00,680027.8416159999,7642114.5862
2652,NH,MKTG 340U,44,2016-09-26 09:00:00,2016-09-26 10:05:00,680027.8416159999,7642114.5862
2653,NH,BA 303,44,2016-09-26 10:15:00,2016-09-26 11:20:00,680027.8416159999,7642114.5862
2654,NH,MKTG 443,30,2016-09-26 11:30:00,2016-09-26 12:35:00,680027.8416159999,7642114.5862
2655,NH,WS 370U,29,2016-09-26 12:45:00,2016-09-26 13:50:00,680027.8416159999,7642114.5862
2656,NH,ACTG 335,44,2016-09-26 14:00:00,2016-09-26 15:50:00,680027.8416159999,7642114.5862
2657,NH,SPED 418,24,2016-09-26 16:00:00,2016-09-26 18:30:00,680027.8416159999,7642114.5862
2668,NH,MIM 505,8,2016-09-26 09:00:00,2016-09-26 10:05:00,680027.8416159999,7642114.5862
2669,NH,MIM 505,1,2016-09-26 10:15:00,2016-09-26 11:20:00,680027.8416159999,7642114.5862
2670,NH,LING 559,15,2016-09-26 11:30:00,2016-09-26 12:35:00,680027.8416159999,7642114.5862
2671,NH,SPAN 509,6,2016-09-26 12:45:00,2016-09-26 13:50:00,680027.8416159999,7642114.5862
2672,NH,COUN 504,11,2016-09-26 14:30:00,2016-09-26 15:50:00,680027.8416159999,7642114.5862
2673,NH,PA 560,10,2016-09-26 16:00:00,2016-09-26 18:30:00,680027.8416159999,7642114.5862
2681,NH,JPN 101,25,2016-09-26 08:00:00,2016-09-26 08:50:00,680027.8416159999,7642114.5862
2682,NH,MTH 456,13,2016-09-26 09:00:00,2016-09-26 09:50:00,680027.8416159999,7642114.5862
2683,NH,MTH 556,9,2016-09-26 09:00:00,2016-09-26 09:50:00,680027.8416159999,7642114.5862
2684,NH,ASL 101,30,2016-09-26 10:00:00,2016-09-26 11:50:00,680027.8416159999,7642114.5862
2685,NH,JPN 101,25,2016-09-26 12:00:00,2016-09-26 12:50:00,680027.8416159999,7642114.5862
2686,NH,JPN 201,28,2016-09-26 13:00:00,2016-09-26 13:50:00,680027.8416159999,7642114.5862
2687,NH,CHLA 301U,30,2016-09-26 14:00:00,2016-09-26 15:50:00,680027.8416159999,7642114.5862
2688,NH,WR 312,18,2016-09-26 17:30:00,2016-09-26 21:10:00,680027.8416159999,7642114.5862
2700,NH,AR 201,13,2016-09-26 10:15:00,2016-09-26 11:20:00,680027.8416159999,7642114.5862
2701,NH,WR 121,17,2016-09-26 11:30:00,2016-09-26 12:35:00,680027.8416159999,7642114.5862
2702,NH,CR 301U,16,2016-09-26 14:00:00,2016-09-26 15:50:00,680027.8416159999,7642114.5862
2709,NH,SPAN 509,4,2016-09-26 12:45:00,2016-09-26 13:50:00,680027.8416159999,7642114.5862
2710,NH,ENG 399,13,2016-09-26 14:00:00,2016-09-26 15:50:00,680027.8416159999,7642114.5862
2718,NH,LING 143,17,2016-09-26 11:30:00,2016-09-26 12:35:00,680027.8416159999,7642114.5862
2719,NH,LING 143,13,2016-09-26 12:45:00,2016-09-26 13:50:00,680027.8416159999,7642114.5862
2720,NH,LING 143,14,2016-09-26 14:00:00,2016-09-26 15:05:00,680027.8416159999,7642114.5862
2725,NH,WR 410,3,2016-09-26 10:00:00,2016-09-26 11:50:00,680027.8416159999,7642114.5862
2726,NH,WR 510,7,2016-09-26 10:00:00,2016-09-26 11:50:00,680027.8416159999,7642114.5862
2727,NH,ART 261,18,2016-09-26 15:00:00,2016-09-26 17:50:00,680027.8416159999,7642114.5862
2730,NH,PSY 510,1,2016-09-26 11:30:00,2016-09-26 12:30:00,680027.8416159999,7642114.5862
2731,NH,PSY 610,7,2016-09-26 11:30:00,2016-09-26 12:30:00,680027.8416159999,7642114.5862
2733,NH,WR 510,8,2016-09-26 17:30:00,2016-09-26 21:10:00,680027.8416159999,7642114.5862
2738,NH,FR 101,22,2016-09-26 09:00:00,2016-09-26 10:05:00,680027.8416159999,7642114.5862
2739,NH,HEB 201,9,2016-09-26 10:15:00,2016-09-26 11:20:00,680027.8416159999,7642114.5862
2740,NH,SPAN 101,28,2016-09-26 11:30:00,2016-09-26 12:35:00,680027.8416159999,7642114.5862
2741,NH,SPAN 101,27,2016-09-26 14:00:00,2016-09-26 15:05:00,680027.8416159999,7642114.5862
2742,NH,SPAN 103,21,2016-09-26 16:40:00,2016-09-26 18:30:00,680027.8416159999,7642114.5862
2752,NH,SPHR 380,40,2016-09-26 08:00:00,2016-09-26 09:50:00,680027.8416159999,7642114.5862
2753,NH,SOC 310,31,2016-09-26 10:15:00,2016-09-26 11:20:00,680027.8416159999,7642114.5862
2754,NH,CCJ 355U,72,2016-09-26 11:30:00,2016-09-26 12:35:00,680027.8416159999,7642114.5862
2755,NH,ARH 205,61,2016-09-26 12:45:00,2016-09-26 13:50:00,680027.8416159999,7642114.5862
2756,NH,PSY 432,80,2016-09-26 14:00:00,2016-09-26 15:50:00,680027.8416159999,7642114.5862
2778,NH,LING 101,12,2016-09-26 09:00:00,2016-09-26 11:20:00,680027.8416159999,7642114.5862
2779,NH,RUS 301,8,2016-09-26 11:30:00,2016-09-26 12:35:00,680027.8416159999,7642114.5862
2780,NH,RUS 101,16,2016-09-26 12:45:00,2016-09-26 13:50:00,680027.8416159999,7642114.5862
2781,NH,WR 323,24,2016-09-26 14:00:00,2016-09-26 15:50:00,680027.8416159999,7642114.5862
2782,NH,WR 212,17,2016-09-26 18:40:00,2016-09-26 20:30:00,680027.8416159999,7642114.5862
2789,NH,RUS 111,12,2016-09-26 09:00:00,2016-09-26 10:05:00,680027.8416159999,7642114.5862
2790,NH,PH 624,20,2016-09-26 10:15:00,2016-09-26 12:05:00,680027.8416159999,7642114.5862
2791,NH,LING 154,21,2016-09-26 14:00:00,2016-09-26 15:05:00,680027.8416159999,7642114.5862
2792,NH,EC 592,6,2016-09-26 16:40:00,2016-09-26 18:30:00,680027.8416159999,7642114.5862
2801,NH,FILM 257,16,2016-09-26 10:00:00,2016-09-26 11:50:00,680027.8416159999,7642114.5862
2802,NH,FILM 360,15,2016-09-26 12:00:00,2016-09-26 13:50:00,680027.8416159999,7642114.5862
2803,NH,FILM 374,19,2016-09-26 14:00:00,2016-09-26 15:50:00,680027.8416159999,7642114.5862
2804,NH,FILM 258,14,2016-09-26 16:00:00,2016-09-26 17:50:00,680027.8416159999,7642114.5862
2805,NH,FILM 257,16,2016-09-26 18:00:00,2016-09-26 21:35:00,680027.8416159999,7642114.5862
2808,NH,PS 416,14,2016-09-26 09:00:00,2016-09-26 10:05:00,680027.8416159999,7642114.5862
2809,NH,PS 516,1,2016-09-26 09:00:00,2016-09-26 10:05:00,680027.8416159999,7642114.5862
2810,NH,ACTG 381,19,2016-09-26 10:15:00,2016-09-26 11:20:00,680027.8416159999,7642114.5862
2812,NH,MTH 251,39,2016-09-26 11:30:00,2016-09-26 12:35:00,680027.8416159999,7642114.5862
2813,NH,BA 211,49,2016-09-26 14:00:00,2016-09-26 15:50:00,680027.8416159999,7642114.5862
2814,NH,PHE 351U,22,2016-09-26 17:30:00,2016-09-26 21:30:00,680027.8416159999,7642114.5862
2831,NH,FIN 531,20,2016-09-26 17:30:00,2016-09-26 21:10:00,680027.8416159999,7642114.5862
2832,NH,COMM 220,74,2016-09-26 08:15:00,2016-09-26 10:05:00,680027.8416159999,7642114.5862
2833,NH,ENG 301U,35,2016-09-26 10:15:00,2016-09-26 11:20:00,680027.8416159999,7642114.5862
2841,NH,FIN 516,16,2016-09-26 17:30:00,2016-09-26 21:10:00,680027.8416159999,7642114.5862
2846,NH,STAT 243,73,2016-09-26 08:15:00,2016-09-26 10:05:00,680027.8416159999,7642114.5862
2847,NH,MTH 482,7,2016-09-26 17:15:00,2016-09-26 18:30:00,680027.8416159999,7642114.5862
2848,NH,MTH 582,12,2016-09-26 17:15:00,2016-09-26 18:30:00,680027.8416159999,7642114.5862
2852,OND,LING 142,18,2016-09-26 09:00:00,2016-09-26 10:05:00,679594.3165930001,7642530.21924
2853,OND,AR 101,16,2016-09-26 10:15:00,2016-09-26 11:20:00,679594.3165930001,7642530.21924
2854,OND,INTL 360U,19,2016-09-26 11:30:00,2016-09-26 12:35:00,679594.3165930001,7642530.21924
2855,OND,BST 414U,19,2016-09-26 12:45:00,2016-09-26 13:50:00,679594.3165930001,7642530.21924
2856,OND,HEB 101,11,2016-09-26 14:00:00,2016-09-26 15:05:00,679594.3165930001,7642530.21924
2857,OND,USP 323U,20,2016-09-26 16:40:00,2016-09-26 18:30:00,679594.3165930001,7642530.21924
2865,OND,LING 101,13,2016-09-26 09:00:00,2016-09-26 11:20:00,679594.3165930001,7642530.21924
2866,OND,ESM 420,15,2016-09-26 12:00:00,2016-09-26 13:50:00,679594.3165930001,7642530.21924
2867,OND,ESM 520,6,2016-09-26 12:00:00,2016-09-26 13:50:00,679594.3165930001,7642530.21924
2868,OND,LING 104,12,2016-09-26 14:00:00,2016-09-26 15:45:00,679594.3165930001,7642530.21924
2869,OND,SPED 510,24,2016-09-26 16:00:00,2016-09-26 18:30:00,679594.3165930001,7642530.21924
2870,OND,SPED 509,24,2016-09-26 18:40:00,2016-09-26 21:10:00,679594.3165930001,7642530.21924
2918,OND,EC 312,19,2016-09-26 10:00:00,2016-09-26 11:50:00,679594.3165930001,7642530.21924
2919,OND,HON 202,30,2016-09-26 14:00:00,2016-09-26 15:50:00,679594.3165930001,7642530.21924
2936,OND,LING 143,15,2016-09-26 11:30:00,2016-09-26 12:35:00,679594.3165930001,7642530.21924
2937,OND,LING 143,11,2016-09-26 12:45:00,2016-09-26 13:50:00,679594.3165930001,7642530.21924
2938,OND,LING 114,14,2016-09-26 14:00:00,2016-09-26 15:05:00,679594.3165930001,7642530.21924
2939,OND,LING 399,17,2016-09-26 15:15:00,2016-09-26 17:35:00,679594.3165930001,7642530.21924
2945,OND,COMM 220,74,2016-09-26 08:15:00,2016-09-26 10:05:00,679594.3165930001,7642530.21924
2946,OND,PSY 347,53,2016-09-26 10:15:00,2016-09-26 11:20:00,679594.3165930001,7642530.21924
2947,OND,PHE 450,58,2016-09-26 11:30:00,2016-09-26 12:35:00,679594.3165930001,7642530.21924
2948,OND,LING 390,45,2016-09-26 12:45:00,2016-09-26 13:50:00,679594.3165930001,7642530.21924
2949,OND,USP 533,35,2016-09-26 14:00:00,2016-09-26 15:50:00,679594.3165930001,7642530.21924
2950,OND,CR 423,12,2016-09-26 17:30:00,2016-09-26 21:10:00,679594.3165930001,7642530.21924
2951,OND,CR 523,7,2016-09-26 17:30:00,2016-09-26 21:10:00,679594.3165930001,7642530.21924
2960,OND,HON 201,28,2016-09-26 10:00:00,2016-09-26 11:50:00,679594.3165930001,7642530.21924
2961,OND,USP 588,25,2016-09-26 15:00:00,2016-09-26 17:29:00,679594.3165930001,7642530.21924
2962,OND,SW 539,16,2016-09-26 17:30:00,2016-09-26 20:20:00,679594.3165930001,7642530.21924
2972,PKM,WS 377U,13,2016-09-26 14:00:00,2016-09-26 15:50:00,680835.377374,7642071.12622
2974,PKM,BA 211,47,2016-09-26 08:15:00,2016-09-26 10:05:00,680835.377374,7642071.12622
2975,PKM,UNST 147A,36,2016-09-26 10:15:00,2016-09-26 11:20:00,680835.377374,7642071.12622
2976,PKM,PH 319,24,2016-09-26 11:30:00,2016-09-26 12:35:00,680835.377374,7642071.12622
2985,PKM,UNST 236C,33,2016-09-26 08:55:00,2016-09-26 10:10:00,680835.377374,7642071.12622
2986,PKM,CH 221H,35,2016-09-26 10:15:00,2016-09-26 11:20:00,680835.377374,7642071.12622
2987,PKM,FR 301,28,2016-09-26 11:30:00,2016-09-26 12:35:00,680835.377374,7642071.12622
2988,PKM,ENG 351U,26,2016-09-26 14:00:00,2016-09-26 15:50:00,680835.377374,7642071.12622
2989,PKM,ENG 320U,16,2016-09-26 17:30:00,2016-09-26 21:10:00,680835.377374,7642071.12622
2997,PKM,CHN 201,9,2016-09-26 09:00:00,2016-09-26 09:50:00,680835.377374,7642071.12622
2998,PKM,SPAN 102,27,2016-09-26 11:30:00,2016-09-26 12:35:00,680835.377374,7642071.12622
2999,PKM,UNST 421C,14,2016-09-26 12:45:00,2016-09-26 15:05:00,680835.377374,7642071.12622
3000,PKM,SPAN 201,24,2016-09-26 16:40:00,2016-09-26 18:30:00,680835.377374,7642071.12622
3001,PKM,SPAN 201,11,2016-09-26 18:40:00,2016-09-26 20:30:00,680835.377374,7642071.12622
3008,PKM,GRK 101,17,2016-09-26 10:15:00,2016-09-26 11:20:00,680835.377374,7642071.12622
3009,PKM,SPAN 101,27,2016-09-26 16:40:00,2016-09-26 18:30:00,680835.377374,7642071.12622
3010,PKM,SPAN 101,22,2016-09-26 18:40:00,2016-09-26 20:30:00,680835.377374,7642071.12622
3016,PKM,TUR 101,4,2016-09-26 10:15:00,2016-09-26 11:20:00,680835.377374,7642071.12622
3020,PKM,PSY 610,6,2016-09-26 14:00:00,2016-09-26 17:50:00,680835.377374,7642071.12622
3021,PKM,IT 101,22,2016-09-26 18:40:00,2016-09-26 20:30:00,680835.377374,7642071.12622
3028,PKM,SPAN 201,26,2016-09-26 10:15:00,2016-09-26 11:20:00,680835.377374,7642071.12622
3029,PKM,SPAN 201,28,2016-09-26 11:30:00,2016-09-26 12:35:00,680835.377374,7642071.12622
3030,PKM,SW 630,7,2016-09-26 14:00:00,2016-09-26 16:50:00,680835.377374,7642071.12622
3031,PKM,GER 101,17,2016-09-26 18:40:00,2016-09-26 20:30:00,680835.377374,7642071.12622
3040,PKM,STAT 572,20,2016-09-26 09:00:00,2016-09-26 09:50:00,680835.377374,7642071.12622
3041,PKM,HON 403,18,2016-09-26 12:45:00,2016-09-26 13:50:00,680835.377374,7642071.12622
3042,PKM,LING 134,20,2016-09-26 14:00:00,2016-09-26 15:05:00,680835.377374,7642071.12622
3051,PNT,EC 202,32,2016-09-26 10:00:00,2016-09-26 11:50:00,679345.2322569999,7642439.43789
3052,PNT,COMM 314U,80,2016-09-26 12:00:00,2016-09-26 13:50:00,679345.2322569999,7642439.43789
3053,PNT,ACTG 492,38,2016-09-26 14:00:00,2016-09-26 15:50:00,679345.2322569999,7642439.43789
3054,PNT,ACTG 592S,1,2016-09-26 14:00:00,2016-09-26 15:50:00,679345.2322569999,7642439.43789
3055,PNT,HST 300,18,2016-09-26 16:40:00,2016-09-26 18:30:00,679345.2322569999,7642439.43789
3068,PNT,PA 313U,15,2016-09-26 10:00:00,2016-09-26 11:50:00,679345.2322569999,7642439.43789
3069,PNT,ED 420,23,2016-09-26 13:00:00,2016-09-26 15:50:00,679345.2322569999,7642439.43789
3071,PNT,ENG 253,30,2016-09-26 16:40:00,2016-09-26 18:30:00,679345.2322569999,7642439.43789
3081,PNT,FR 201,17,2016-09-26 10:15:00,2016-09-26 11:20:00,679345.2322569999,7642439.43789
3082,PNT,FR 201,17,2016-09-26 11:30:00,2016-09-26 12:35:00,679345.2322569999,7642439.43789
3083,PNT,LAT 101,22,2016-09-26 12:45:00,2016-09-26 13:50:00,679345.2322569999,7642439.43789
3084,PNT,ASL 101,26,2016-09-26 14:00:00,2016-09-26 15:50:00,679345.2322569999,7642439.43789
3085,PNT,WLL 560,10,2016-09-26 16:40:00,2016-09-26 18:30:00,679345.2322569999,7642439.43789
3096,PNT,LING 560,13,2016-09-26 09:00:00,2016-09-26 10:05:00,679345.2322569999,7642439.43789
3097,PNT,LING 561,8,2016-09-26 10:15:00,2016-09-26 11:20:00,679345.2322569999,7642439.43789
3098,PNT,ESM 435,7,2016-09-26 11:30:00,2016-09-26 13:20:00,679345.2322569999,7642439.43789
3099,PNT,ESM 535,9,2016-09-26 11:30:00,2016-09-26 13:20:00,679345.2322569999,7642439.43789
3100,PNT,ENG 491,21,2016-09-26 14:00:00,2016-09-26 15:50:00,679345.2322569999,7642439.43789
3101,PNT,ENG 591,6,2016-09-26 14:00:00,2016-09-26 15:50:00,679345.2322569999,7642439.43789
3114,SB1,ARCH 230,97,2016-09-26 09:00:00,2016-09-26 11:20:00,680960.596738,7641768.74235
3115,SB1,CH 490,118,2016-09-26 11:30:00,2016-09-26 12:35:00,680960.596738,7641768.74235
3116,SB1,CH 590,1,2016-09-26 11:30:00,2016-09-26 12:35:00,680960.596738,7641768.74235
3117,SB1,CH 199,43,2016-09-26 12:45:00,2016-09-26 13:50:00,680960.596738,7641768.74235
3118,SB1,PH 507,7,2016-09-26 15:15:00,2016-09-26 16:20:00,680960.596738,7641768.74235
3119,SB1,PH 607,18,2016-09-26 15:15:00,2016-09-26 16:20:00,680960.596738,7641768.74235
3120,SB1,BA 495,29,2016-09-26 17:40:00,2016-09-26 20:30:00,680960.596738,7641768.74235
3132,SB1,CH 661,8,2016-09-26 17:15:00,2016-09-26 18:30:00,680960.596738,7641768.74235
3147,SB1,ESM 340,18,2016-09-26 14:00:00,2016-09-26 15:50:00,680960.596738,7641768.74235
3166,SEC,UNST 421,16,2016-09-26 10:15:00,2016-09-26 12:35:00,678762.0050939999,7642562.06508
3167,SEC,PHE 576,6,2016-09-26 16:00:00,2016-09-26 18:30:00,678762.0050939999,7642562.06508
3188,SEC,WR 323,6,2016-09-26 14:00:00,2016-09-26 15:50:00,678762.0050939999,7642562.06508
3201,SEH,UNST 421,18,2016-09-26 12:45:00,2016-09-26 14:35:00,680669.6716560001,7641270.5697800005
3207,SEH,LING 121,14,2016-09-26 10:15:00,2016-09-26 12:35:00,680669.6716560001,7641270.5697800005
3208,SEH,SPAN 510,7,2016-09-26 14:00:00,2016-09-26 15:05:00,680669.6716560001,7641270.5697800005
3209,SEH,FIN 473,1,2016-09-26 17:15:00,2016-09-26 20:50:00,680669.6716560001,7641270.5697800005
3210,SEH,FIN 573,2,2016-09-26 17:15:00,2016-09-26 20:50:00,680669.6716560001,7641270.5697800005
3217,SEH,WR 121,19,2016-09-26 08:15:00,2016-09-26 10:05:00,680669.6716560001,7641270.5697800005
3218,SEH,LING 131,20,2016-09-26 10:15:00,2016-09-26 12:35:00,680669.6716560001,7641270.5697800005
3226,SEH,HON 101,30,2016-09-26 09:00:00,2016-09-26 10:05:00,680669.6716560001,7641270.5697800005
3227,SEH,BA 522,32,2016-09-26 10:15:00,2016-09-26 11:20:00,680669.6716560001,7641270.5697800005
3228,SEH,HON 101,32,2016-09-26 11:30:00,2016-09-26 12:35:00,680669.6716560001,7641270.5697800005
3230,SEH,WS 306U,32,2016-09-26 14:00:00,2016-09-26 15:50:00,680669.6716560001,7641270.5697800005
3231,SEH,WS 330U,33,2016-09-26 17:30:00,2016-09-26 21:10:00,680669.6716560001,7641270.5697800005
3241,SH,ART 200,18,2016-09-26 09:00:00,2016-09-26 11:50:00,679795.846701,7642013.91022
3242,SH,ARCH 225,17,2016-09-26 18:00:00,2016-09-26 21:00:00,679795.846701,7642013.91022
3251,SH,ARCH 120,16,2016-09-26 13:00:00,2016-09-26 16:50:00,679795.846701,7642013.91022
3252,SH,ARCH 120,16,2016-09-26 18:00:00,2016-09-26 21:50:00,679795.846701,7642013.91022
3263,SH,CH 104,83,2016-09-26 09:00:00,2016-09-26 10:05:00,679795.846701,7642013.91022
3264,SH,ME 320,60,2016-09-26 10:15:00,2016-09-26 12:05:00,679795.846701,7642013.91022
3265,SH,LING 399,15,2016-09-26 14:00:00,2016-09-26 15:50:00,679795.846701,7642013.91022
3266,SH,PHE 250,90,2016-09-26 17:30:00,2016-09-26 21:10:00,679795.846701,7642013.91022
3272,SH,ARCH 580,9,2016-09-26 13:00:00,2016-09-26 17:00:00,679795.846701,7642013.91022
3273,SH,ARCH 580,9,2016-09-26 13:00:00,2016-09-26 17:00:00,679795.846701,7642013.91022
3274,SH,ARCH 580,10,2016-09-26 13:00:00,2016-09-26 17:00:00,679795.846701,7642013.91022
3275,SH,ARCH 586,10,2016-09-26 13:00:00,2016-09-26 17:00:00,679795.846701,7642013.91022
3276,SH,ARCH 434,6,2016-09-26 10:00:00,2016-09-26 11:50:00,679795.846701,7642013.91022
3277,SH,ARCH 534,11,2016-09-26 10:00:00,2016-09-26 11:50:00,679795.846701,7642013.91022
3281,SH,ARCH 586,9,2016-09-26 13:00:00,2016-09-26 17:00:00,679795.846701,7642013.91022
3285,SH,ARCH 100,118,2016-09-26 10:15:00,2016-09-26 11:20:00,679795.846701,7642013.91022
3287,SH,ARCH 280,16,2016-09-26 13:00:00,2016-09-26 17:00:00,679795.846701,7642013.91022
3288,SH,ARCH 280,17,2016-09-26 13:00:00,2016-09-26 17:00:00,679795.846701,7642013.91022
3289,SH,ARCH 280,16,2016-09-26 13:00:00,2016-09-26 17:00:00,679795.846701,7642013.91022
